comid,gnis_name_shapefile,name,name_source,gnis_id,gnis_name_raw,gnis_class,gnis_state,n_candidates,distance_m,alternatives
22294886,Lake Pleasant,Lake Pleasant,shapefile,960740,Lake Pleasant,Lake,New York,1,128.0,
6240309,,Rye Lake,gnis_inside,963144,Rye Lake,Lake,New York,3,407.5,Kensico Reservoir; Kensico Lake
120052085,,Lake Tappan,gnis_inside,882028,Lake Tappan,Reservoir,New Jersey,1,1.2,
9494728,Lake Montauk,Lake Montauk,shapefile,957544,Lake Montauk,Lake,New York,1,614.1,
6248826,Boonton Reservoir,Boonton Reservoir,shapefile,874223,Boonton Reservoir,Reservoir,New Jersey,1,496.6,
9512546,,Round Valley Reservoir,gnis_inside,879839,Round Valley Reservoir,Reservoir,New Jersey,1,1137.1,
1748473,Pepacton Reservoir,Pepacton Reservoir,shapefile,960168,Pepacton Reservoir,Reservoir,New York,1,317.8,
2613174,Cannonsville Reservoir,Cannonsville Reservoir,shapefile,945783,Cannonsville Reservoir,Reservoir,New York,1,360.9,
2741600,,Lake Wallenpaupack,gnis_inside,1199735,Lake Wallenpaupack,Reservoir,Pennsylvania,1,67.4,
2585287,Lake Hopatcong,Lake Hopatcong,shapefile,877238,Lake Hopatcong,Reservoir,New Jersey,1,128.1,
4146742,Neversink Reservoir,Neversink Reservoir,shapefile,958385,Neversink Reservoir,Reservoir,New York,1,237.0,
4480397,,Van Sciver Lake,gnis_inside,1193595,Van Sciver Lake,Reservoir,Pennsylvania,1,186.8,
9483818,Union Lake,Union Lake,shapefile,881356,Union Lake,Reservoir,New Jersey,1,407.4,
9479840,,,none,,,,,0,,
120051973,Canadarago Lake,Canadarago Lake,shapefile,945728,Canadarago Lake,Lake,New York,1,505.6,
120053255,Lake Aldred,Lake Aldred,shapefile,1192269,Lake Clarke,Reservoir,Pennsylvania,1,574.1,
4726045,Lake Aldred,Lake Aldred,shapefile,583869,Conowingo Reservoir,Reservoir,Maryland,2,795.1,Lake Aldred
9422503,,,none,,,,,0,,
8083243,Otsego Lake,Otsego Lake,shapefile,959551,Otsego Lake,Lake,New York,1,341.5,
8384919,Raymond Pond,Raymond Pond,shapefile,584880,Harpers Pond,Lake,Maryland,6,519.1,Twin Ponds; Shorts Creek Pond; Raymond Pond
120053458,,Lake Anna,gnis_inside,1501942,Lake Anna,Reservoir,Virginia,1,121.0,
8605969,Swift Creek Reservoir,Swift Creek Reservoir,shapefile,1475386,Swift Creek Reservoir,Reservoir,Virginia,1,426.5,
15444647,Chautauqua Lake,Chautauqua Lake,shapefile,946461,Chautauqua Lake,Lake,New York,1,539.4,
9051389,Conneaut Lake,Conneaut Lake,shapefile,1172337,Conneaut Lake,Lake,Pennsylvania,1,445.9,
166899002,Allegheny Reservoir,Allegheny Reservoir,shapefile,1217454,Allegheny Reservoir,Reservoir,Pennsylvania,1,56.0,
3806779,,Youghiogheny River Lake,gnis_inside,1193703,Youghiogheny River Lake,Reservoir,Pennsylvania,1,147.2,
166899102,Deep Creek Lake,Deep Creek Lake,shapefile,,,,,0,,
13155459,,Michael J Kirwan Reservoir,gnis_inside,1061227,Michael J Kirwan Reservoir,Reservoir,Ohio,1,240.8,
12995134,,,none,,,,,0,,
120053668,Pymatuning Swamp (historical),Pymatuning Swamp (historical),shapefile,1199940,Pymatuning Reservoir,Reservoir,Pennsylvania,1,473.2,
13152353,Mosquito Creek Lake,Mosquito Creek Lake,shapefile,1043509,Mosquito Creek Lake,Reservoir,Ohio,1,848.5,
13156683,Evans Lake,Evans Lake,shapefile,1040260,Evans Lake,Reservoir,Ohio,1,339.5,
166899115,Berlin Lake,Berlin Lake,shapefile,1037872,Berlin Lake,Reservoir,Ohio,1,604.1,
13152651,Lake Milton,Lake Milton,shapefile,1043393,Lake Milton,Reservoir,Ohio,1,215.3,
12996298,,Shenango River Lake,gnis_inside,1046181,Shenango River Lake,Reservoir,Pennsylvania,1,202.1,
10925571,Lake Arthur,Lake Arthur,shapefile,1168431,Lake Arthur,Reservoir,Pennsylvania,1,25.4,
15364799,,Buckeye Lake,gnis_inside,1038476,Buckeye Lake,Reservoir,Ohio,1,551.3,
15408959,Pleasant Hill Lake,Pleasant Hill Lake,shapefile,1037286,Pleasant Hill Lake,Reservoir,Ohio,1,360.3,
19390686,Tappan Lake,Tappan Lake,shapefile,1046947,Tappan Lake,Reservoir,Ohio,1,304.8,
15372030,Senecaville Lake,Senecaville Lake,shapefile,1058011,Senecaville Lake,Reservoir,Ohio,1,300.3,
6883548,Claytor Lake,Claytor Lake,shapefile,1501983,Claytor Lake,Reservoir,Virginia,1,73.4,
5212313,Williams Lake,Williams Lake,shapefile,1047931,Alum Creek Lake,Reservoir,Ohio,1,412.5,
5231452,,Rocky Fork Lake,gnis_inside,1045138,Rocky Fork Lake,Reservoir,Ohio,1,184.2,
3984810,Clarence J Brown Reservoir,Clarence J Brown Reservoir,shapefile,1080470,Clarence J Brown Reservoir,Reservoir,Ohio,1,696.0,
166899198,Lucys Pond,Lucys Pond,shapefile,1042826,Lucys Pond,Reservoir,Ohio,1,3.1,
166899200,Brookville Lake,Brookville Lake,shapefile,431588,Brookville Lake,Reservoir,Indiana,1,102.9,
166899203,,William H Harsha Lake,gnis_inside,1048404,William H Harsha Lake,Reservoir,Ohio,1,119.1,
166899204,,,none,,,,,0,,
166830448,Giant Canada Goose Pond,Giant Canada Goose Pond,shapefile,511277,Cave Run Lake,Reservoir,Kentucky,1,244.1,
3999688,Green River Lake,Green River Lake,shapefile,493295,Green River Lake,Reservoir,Kentucky,1,80.3,
18465136,,Cagles Mill Lake,gnis_inside,431941,Cagles Mill Lake,Reservoir,Indiana,1,314.1,
18474509,Prairie Creek Reservoir,Prairie Creek Reservoir,shapefile,441554,Prairie Creek Reservoir,Reservoir,Indiana,1,343.3,
120052700,,Grand Lake,gnis_inside,1083992,Grand Lake,Reservoir,Ohio,1,1918.2,
10285354,,Turtle Creek Lake,gnis_inside,447724,Turtle Creek Lake,Reservoir,Indiana,1,392.1,
10337538,,Lake Charleston,gnis_inside,1691851,Lake Charleston,Reservoir,Illinois,1,437.3,
18438992,,Patoka Lake,gnis_inside,451715,Patoka Lake,Reservoir,Indiana,1,89.2,
18469416,Lake Lemon,Lake Lemon,shapefile,437773,Lake Lemon,Reservoir,Indiana,1,450.1,
18443736,,,none,,,,,0,,
18487094,Lake Maxinkuckee,Lake Maxinkuckee,shapefile,438748,Lake Maxinkuckee,Reservoir,Indiana,1,835.3,
18486080,,Winona Lake,gnis_inside,2764997,Winona Lake,Lake,Indiana,1,357.1,
10380929,Broad Pond,Broad Pond,shapefile,431541,Broad Pond,Reservoir,Indiana,1,434.6,
166899251,Monroe Lake,Monroe Lake,shapefile,451234,Monroe Lake,Reservoir,Indiana,1,155.5,
18415569,,Old Hickory Lake,gnis_inside,1269839,Old Hickory Lake,Reservoir,Tennessee,1,66.7,
10175533,Cordell Hull Reservoir,Cordell Hull Reservoir,shapefile,1303428,Cordell Hull Reservoir,Reservoir,Tennessee,1,171.1,
120052688,Duncan Lake (historical),Duncan Lake (historical),shapefile,1289137,J Percy Priest Reservoir,Reservoir,Tennessee,1,200.7,
166899300,Lake Cumberland,Lake Cumberland,shapefile,490483,Lake Cumberland,Reservoir,Kentucky,1,231.7,
167122309,,Center Hill Lake,gnis_inside,1313767,Center Hill Lake,Reservoir,Tennessee,1,92.2,
166899385,Bards Lake,Bards Lake,shapefile,486356,Lake Barkley,Reservoir,Kentucky,3,396.2,Lake Clough; Pool Fourteen
166997474,South Holston Lake,South Holston Lake,shapefile,1327073,South Holston Lake,Reservoir,Tennessee,1,50.4,
166997463,,Douglas Lake,gnis_inside,1282739,Douglas Lake,Reservoir,Tennessee,1,585.6,
166997501,,John Sevier Detention Reservoir,gnis_inside,1289495,John Sevier Detention Reservoir,Reservoir,Tennessee,2,112.4,Cherokee Lake
166997494,,Watts Bar Lake,gnis_inside,1304421,Watts Bar Lake,Reservoir,Tennessee,1,268.5,
166997493,,Fort Loudoun Lake,gnis_inside,1307966,Fort Loudoun Lake,Reservoir,Tennessee,1,175.2,
936010061,,Chilhowee Lake,gnis_inside,1280464,Chilhowee Lake,Reservoir,Tennessee,2,384.4,Calderwood Lake
19668381,Blue Ridge Lake,Blue Ridge Lake,shapefile,354784,Blue Ridge Lake,Reservoir,Georgia,1,219.7,
166997583,,Judd Slough,gnis_inside,1289869,Judd Slough,Lake,Tennessee,4,108.0,Dallas Lake; Chickamauga Lake; Flag Pond
166997575,,,none,,,,,0,,
166997574,Cummings Lake,Cummings Lake,shapefile,1295741,Nickajack Lake,Reservoir,Tennessee,4,361.2,Bennett Lake; Browns Lake; Cummings Lake
19598582,White Lake (historical),White Lake (historical),shapefile,1326389,Pickwick Lake,Reservoir,Alabama,1,214.2,
19647430,,,none,,,,,0,,
166997588,Woods Reservoir,Woods Reservoir,shapefile,1275089,Woods Reservoir,Reservoir,Tennessee,1,87.5,
166997604,,Wilson Lake,gnis_inside,129085,Wilson Lake,Reservoir,Alabama,1,334.8,
167182204,,Guntersville Lake,gnis_inside,1286448,Guntersville Lake,Reservoir,Alabama,1,124.9,
167679168,Guntersville Lake,Guntersville Lake,shapefile,112837,Wheeler Lake,Reservoir,Alabama,3,1347.9,Dinsmore Slough; Guntersville Lake
120052349,,,none,,,,,0,,
167679193,,,none,,,,,0,,
167679192,,,none,,,,,0,,
1097324,White Bear Lake,White Bear Lake,shapefile,654076,White Bear Lake,Lake,Minnesota,1,281.8,
1099052,Bald Eagle Lake,Bald Eagle Lake,shapefile,639593,Bald Eagle Lake,Lake,Minnesota,1,424.2,
2723763,Sugar Lake,Sugar Lake,shapefile,652772,Sugar Lake,Lake,Minnesota,1,274.0,
2723765,Clearwater Lake,Clearwater Lake,shapefile,641320,Clearwater Lake,Lake,Minnesota,1,414.9,
2723927,Pleasant Lake,Pleasant Lake,shapefile,649560,Pleasant Lake,Lake,Minnesota,1,564.1,
4857683,South Long Lake,South Long Lake,shapefile,652327,South Long Lake,Lake,Minnesota,2,467.6,Lower Long Lake
4620258,Pine River Reservoir,Pine River Reservoir,shapefile,653574,Upper Whitefish Lake,Lake,Minnesota,15,937.7,Lower Whitefish Lake; Cross Lake; Lower Hay Lake
2350916,King Lake,King Lake,shapefile,646160,King Lake,Lake,Minnesota,1,527.0,
4855703,Ripple Lake,Ripple Lake,shapefile,650095,Ripple Lake,Lake,Minnesota,3,292.3,Diamond Lake; Hanging Kettle Lake
4251408,Lake Koronis,Lake Koronis,shapefile,646237,Lake Koronis,Reservoir,Minnesota,1,864.8,
4855685,Serpent Lake,Serpent Lake,shapefile,651857,Serpent Lake,Lake,Minnesota,1,265.0,
4859143,Big Swan Lake,Big Swan Lake,shapefile,640140,Big Swan Lake,Lake,Minnesota,1,397.4,
4855949,Farm Island Lake,Farm Island Lake,shapefile,643565,Farm Island Lake,Lake,Minnesota,1,835.8,
2723897,Clear Lake,Clear Lake,shapefile,641284,Clear Lake,Lake,Minnesota,1,469.1,
4943483,Shell Lake,Shell Lake,shapefile,651943,Shell Lake,Lake,Minnesota,1,1010.4,
4822083,Wabedo Lake,Wabedo Lake,shapefile,658866,Wabedo Lake,Lake,Minnesota,1,358.5,
4822095,Black Water Lake,Black Water Lake,shapefile,655415,Black Water Lake,Lake,Minnesota,2,544.3,Blackwater Lake
4251588,,Green Lake,gnis_inside,644418,Green Lake,Lake,Minnesota,2,1790.9,Nest Lake
4251590,Nest Lake,Nest Lake,shapefile,648491,Nest Lake,Lake,Minnesota,1,666.1,
4963181,Fish Trap Lake,Fish Trap Lake,shapefile,660487,Fish Trap Lake,Lake,Minnesota,1,460.4,
1101642,,,none,,,,,0,,
1101756,Pigs Eye Lake,Pigs Eye Lake,shapefile,649406,Pigs Eye Lake,Lake,Minnesota,1,389.0,
2354124,Belle Lake,Belle Lake,shapefile,639888,Belle Lake,Lake,Minnesota,1,760.7,
22321591,Gull Lake,Gull Lake,shapefile,656477,Gull Lake,Lake,Minnesota,1,331.8,
22322421,Big Rice Lake,Big Rice Lake,shapefile,658034,Big Rice Lake,Lake,Minnesota,1,352.3,
4621002,Horseshoe Lake,Horseshoe Lake,shapefile,645244,Horseshoe Lake,Lake,Minnesota,1,71.6,
4250568,Waverly Lake,Waverly Lake,shapefile,653861,Waverly Lake,Lake,Minnesota,1,465.8,
1098396,Coon Lake,Coon Lake,shapefile,655799,Coon Lake,Lake,Minnesota,1,68.5,
4936611,Mantrap Lake,Mantrap Lake,shapefile,,,,,0,,
4834232,Trout Lake,Trout Lake,shapefile,658758,Trout Lake,Lake,Minnesota,1,372.4,
4821857,Little Boy Lake,Little Boy Lake,shapefile,657038,Little Boy Lake,Lake,Minnesota,1,705.6,
4821881,Birch Lake,Birch Lake,shapefile,655396,Birch Lake,Lake,Minnesota,1,147.8,
22327103,Midge Lake,Midge Lake,shapefile,657389,Midge Lake,Lake,Minnesota,1,648.5,
22327155,,Ojibway Impoundment,gnis_near,659398,Ojibway Impoundment,Reservoir,Minnesota,1,208.8,
4616338,Roosevelt Lake,Roosevelt Lake,shapefile,658087,Roosevelt Lake,Lake,Minnesota,1,188.9,
2350664,Mennetaga Lake,Mennetaga Lake,shapefile,647766,Mennetaga Lake,Lake,Minnesota,1,673.7,
4819397,Oak Lake,Oak Lake,shapefile,657648,Oak Lake,Lake,Minnesota,1,71.8,
4839500,Thunder Lake,Thunder Lake,shapefile,658681,Thunder Lake,Reservoir,Minnesota,1,326.0,
4817819,Crooked Lake,Crooked Lake,shapefile,655888,Crooked Lake,Lake,Minnesota,1,698.2,
4817823,Garfield Lake,Garfield Lake,shapefile,656356,Garfield Lake,Lake,Minnesota,1,240.7,
4817931,Kabekona Lake,Kabekona Lake,shapefile,656841,Kabekona Lake,Lake,Minnesota,1,476.5,
120052022,Medicine Lake,Medicine Lake,shapefile,647734,Medicine Lake,Lake,Minnesota,1,334.6,
4980330,Lake Osakis,Lake Osakis,shapefile,649013,Lake Osakis,Lake,Minnesota,1,1240.0,
4250226,Pelican Lake,Pelican Lake,shapefile,,,,,0,,
22324537,Moose Lake,Moose Lake,shapefile,657461,Moose Lake,Lake,Minnesota,1,827.0,
22324571,Deer Lake,Deer Lake,shapefile,655965,Deer Lake,Lake,Minnesota,1,359.6,
22324575,Ball Club Lake,Ball Club Lake,shapefile,655203,Ball Club Lake,Lake,Minnesota,1,949.6,
22324769,White Oak Lake,White Oak Lake,shapefile,658989,White Oak Lake,Lake,Minnesota,1,270.7,
22321703,Long Lake,Long Lake,shapefile,647105,Long Lake,Lake,Minnesota,1,101.9,
22321989,Movil Lake,Movil Lake,shapefile,657496,Movil Lake,Lake,Minnesota,1,134.3,
22321995,Beltrami Lake,Beltrami Lake,shapefile,655324,Beltrami Lake,Lake,Minnesota,1,429.0,
22322013,Turtle River Lake,Turtle River Lake,shapefile,658780,Turtle River Lake,Lake,Minnesota,1,56.7,
22325161,Sugar Lake,Sugar Lake,shapefile,658530,Sugar Lake,Lake,Minnesota,1,530.0,
22325169,Siseebakwet Lake,Siseebakwet Lake,shapefile,658276,Siseebakwet Lake,Lake,Minnesota,1,988.1,
22327031,Little Winnibigoshish Lake,Little Winnibigoshish Lake,shapefile,657155,Little Winnibigoshish Lake,Lake,Minnesota,1,670.5,
22327043,Grace Lake,Grace Lake,shapefile,656424,Grace Lake,Lake,Minnesota,1,820.4,
4835034,Split Hand Lake,Split Hand Lake,shapefile,652402,Split Hand Lake,Reservoir,Minnesota,1,743.0,
4816421,Big Sand Lake,Big Sand Lake,shapefile,655376,Big Sand Lake,Lake,Minnesota,1,254.2,
4852433,Dam Lake,Dam Lake,shapefile,642615,Dam Lake,Lake,Minnesota,1,378.1,
22324869,Little White Oak Lake,Little White Oak Lake,shapefile,657151,Little White Oak Lake,Lake,Minnesota,1,529.0,
22324969,,Pokegama Lake,gnis_inside,657885,Pokegama Lake,Lake,Minnesota,2,406.4,Little Pokegama Lake
4834066,Swan Lake,Swan Lake,shapefile,652896,Swan Lake,Lake,Minnesota,1,593.4,
4834134,Shoal Lake,Shoal Lake,shapefile,658243,Shoal Lake,Lake,Minnesota,1,584.8,
4838796,Prairie Lake,Prairie Lake,shapefile,662228,Prairie Lake,Lake,Minnesota,1,376.0,
4821587,,Woman Lake,gnis_inside,659062,Woman Lake,Lake,Minnesota,2,817.6,Girl Lake
4250428,Buffalo Lake,Buffalo Lake,shapefile,640616,Buffalo Lake,Lake,Minnesota,1,1045.3,
4251354,Rice Lake,Rice Lake,shapefile,650035,Rice Lake,Lake,Minnesota,1,387.7,
4251740,Diamond Lake,Diamond Lake,shapefile,642800,Diamond Lake,Lake,Minnesota,1,541.5,
2354424,Preston Lake,Preston Lake,shapefile,649731,Preston Lake,Lake,Minnesota,1,412.6,
2361124,Shakopee Lake,Shakopee Lake,shapefile,651901,Shakopee Lake,Lake,Minnesota,1,567.8,
4821741,Webb Lake,Webb Lake,shapefile,658917,Webb Lake,Lake,Minnesota,1,184.7,
4840114,Round Lake,Round Lake,shapefile,650348,Round Lake,Lake,Minnesota,1,592.2,
4620672,Upper Hay Lake,Upper Hay Lake,shapefile,653549,Upper Hay Lake,Lake,Minnesota,1,587.3,
4817601,Sucker Lakes,Sucker Lakes,shapefile,658525,Sucker Lakes,Lake,Minnesota,1,475.4,
4817643,Sixmile Lake,Sixmile Lake,shapefile,658281,Sixmile Lake,Lake,Minnesota,1,389.0,
4817675,Leech Lake,Leech Lake,shapefile,656980,Leech Lake,Lake,Minnesota,1,3462.7,
4817769,Steamboat Lake,Steamboat Lake,shapefile,658464,Steamboat Lake,Lake,Minnesota,1,752.8,
4817841,Swamp Lake,Swamp Lake,shapefile,658561,Swamp Lake,Lake,Minnesota,1,389.9,
4831058,Round Lake,Round Lake,shapefile,658102,Round Lake,Lake,Minnesota,1,383.1,
4831412,Buck Lake,Buck Lake,shapefile,640585,Buck Lake,Lake,Minnesota,1,436.5,
4851955,Esquagamah Lake,Esquagamah Lake,shapefile,643415,Esquagamah Lake,Reservoir,Minnesota,2,465.8,Little Willow River
4851965,Waukenabo Lake,Waukenabo Lake,shapefile,653855,Waukenabo Lake,Lake,Minnesota,2,560.8,Waukenabo Lake
4857623,Upper South Long Lake,Upper South Long Lake,shapefile,653568,Upper South Long Lake,Lake,Minnesota,1,368.4,
4956852,Wolf Lake,Wolf Lake,shapefile,654320,Wolf Lake,Lake,Minnesota,1,289.5,
4946249,Round Lake,Round Lake,shapefile,650341,Round Lake,Lake,Minnesota,1,953.5,
4946253,North Long Lake,North Long Lake,shapefile,648668,North Long Lake,Lake,Minnesota,1,1505.1,
4964689,Lake Miltona,Lake Miltona,shapefile,647898,Lake Miltona,Lake,Minnesota,1,1269.0,
22326861,Lake Irving,Lake Irving,shapefile,656717,Lake Irving,Lake,Minnesota,1,573.0,
4940835,Lake Belle Taine,Lake Belle Taine,shapefile,655321,Lake Belle Taine,Lake,Minnesota,1,58.2,
4963177,Lake Alexander,Lake Alexander,shapefile,660485,Lake Alexander,Lake,Minnesota,1,181.3,
4966599,Lake Le Homme Dieu,Lake Le Homme Dieu,shapefile,646544,Lake Le Homme Dieu,Lake,Minnesota,1,288.0,
22321799,Turtle Lake,Turtle Lake,shapefile,658774,Turtle Lake,Lake,Minnesota,1,164.3,
4946451,Red Sand Lake,Red Sand Lake,shapefile,649883,Red Sand Lake,Lake,Minnesota,1,258.7,
167122292,Tenmile Lake,Tenmile Lake,shapefile,658633,Tenmile Lake,Lake,Minnesota,1,852.9,
167122289,Laura Lake,Laura Lake,shapefile,656961,Laura Lake,Lake,Minnesota,1,795.4,
167122299,Boy Lake,Boy Lake,shapefile,655503,Boy Lake,Lake,Minnesota,2,482.9,Skelly Lake
2360752,Borden Lake,Borden Lake,shapefile,640384,Borden Lake,Lake,Minnesota,2,114.6,Borden Lake
4946503,White Sand Lake,White Sand Lake,shapefile,654094,White Sand Lake,Lake,Minnesota,1,492.2,
4971777,Little Rock Lake,Little Rock Lake,shapefile,646915,Little Rock Lake,Lake,Minnesota,1,301.8,
4978558,Sauk Lake,Sauk Lake,shapefile,651234,Sauk Lake,Reservoir,Minnesota,1,39.3,
4981198,Grand Lake,Grand Lake,shapefile,644324,Grand Lake,Lake,Minnesota,1,712.8,
4981268,Pearl Lake,Pearl Lake,shapefile,649211,Pearl Lake,Lake,Minnesota,1,822.1,
4620890,Pelican Lake,Pelican Lake,shapefile,649236,Pelican Lake,Lake,Minnesota,1,1280.3,
4966619,Lake Darling,Lake Darling,shapefile,642641,Lake Darling,Lake,Minnesota,2,620.9,Lake Alvin
4616696,Emily Lake,Emily Lake,shapefile,1775967,Lake Emily,Reservoir,Minnesota,1,608.8,
167122195,Lake Jennie,Lake Jennie,shapefile,645623,Lake Jennie,Lake,Minnesota,1,782.0,
167122160,Big Rush Lake,Big Rush Lake,shapefile,640121,Big Rush Lake,Lake,Minnesota,1,214.1,
167122169,Big Sand Lake,Big Sand Lake,shapefile,640122,Big Sand Lake,Lake,Minnesota,1,824.6,
167122172,Gull Lake,Gull Lake,shapefile,644527,Gull Lake,Reservoir,Minnesota,6,854.4,Nisswa Lake; Bass Lake; Upper Gull Lake
22326823,Andrusia Lake,Andrusia Lake,shapefile,655139,Andrusia Lake,Lake,Minnesota,1,231.2,
4833160,Trout Lake,Trout Lake,shapefile,658757,Trout Lake,Lake,Minnesota,1,276.9,
4856147,Nokay Lake,Nokay Lake,shapefile,648569,Nokay Lake,Lake,Minnesota,1,134.0,
4251618,Marie Lake,Marie Lake,shapefile,652969,East Lake Sylvia,Lake,Minnesota,3,522.1,West Lake Sylvia; Marie Lake
167120454,Washburn Lake,Washburn Lake,shapefile,658902,Washburn Lake,Lake,Minnesota,1,41.2,
167120719,Lake Ida,Lake Ida,shapefile,645334,Lake Ida,Lake,Minnesota,1,497.8,
167120397,Aitkin Lake,Aitkin Lake,shapefile,639236,Aitkin Lake,Lake,Minnesota,2,153.7,Big Sandy Lake
167120562,Big Kandiyohi Lake,Big Kandiyohi Lake,shapefile,640092,Big Kandiyohi Lake,Lake,Minnesota,1,111.0,
120051919,Pool 2,Pool 2,shapefile,652477,Spring Lake,Lake,Minnesota,4,493.5,Baldwin Lake; Pool 2; Mooers Lake
4855985,Clear Lake,Clear Lake,shapefile,641301,Clear Lake,Lake,Minnesota,1,210.5,
4817559,Portage Lake,Portage Lake,shapefile,657915,Portage Lake,Lake,Minnesota,1,581.0,
4851981,Round Lake,Round Lake,shapefile,650349,Round Lake,Lake,Minnesota,1,787.8,
4854979,Upper Mission Lake,Upper Mission Lake,shapefile,653555,Upper Mission Lake,Lake,Minnesota,1,538.7,
4857069,Bass Lake,Bass Lake,shapefile,639686,Bass Lake,Lake,Minnesota,1,560.8,
4978640,Big Birch Lake,Big Birch Lake,shapefile,640079,Big Birch Lake,Lake,Minnesota,2,169.2,Big Birch Lake
4963129,Shamineau Lake,Shamineau Lake,shapefile,651906,Shamineau Lake,Lake,Minnesota,1,516.4,
2360694,Round Lake,Round Lake,shapefile,650338,Round Lake,Lake,Minnesota,1,597.1,
4252056,Howard Lake,Howard Lake,shapefile,645258,Howard Lake,Lake,Minnesota,1,577.6,
1101766,,,none,,,,,0,,
22324705,Bass Lake,Bass Lake,shapefile,655256,Bass Lake,Lake,Minnesota,1,202.7,
22326997,Wolf Lake,Wolf Lake,shapefile,659056,Wolf Lake,Lake,Minnesota,1,97.7,
4821725,,Inguadona Lake,gnis_inside,656703,Inguadona Lake,Lake,Minnesota,2,231.3,Rice Lake
22327369,Lake George,Lake George,shapefile,644084,Lake George,Lake,Minnesota,1,383.9,
2365854,Lake George,Lake George,shapefile,644081,Lake George,Lake,Minnesota,1,551.4,
4251580,Lake Calhoun,Lake Calhoun,shapefile,640737,Lake Calhoun,Reservoir,Minnesota,1,463.0,
4252134,Lake Minnie-Belle,Lake Minnie-Belle,shapefile,647968,Lake Minnie-Belle,Lake,Minnesota,1,419.2,
4822093,Big Deep Lake,Big Deep Lake,shapefile,655359,Big Deep Lake,Lake,Minnesota,1,435.3,
4619272,Pine Mountain Lake,Pine Mountain Lake,shapefile,657843,Pine Mountain Lake,Lake,Minnesota,1,623.3,
4818431,Town Line Lake,Town Line Lake,shapefile,658727,Town Line Lake,Lake,Minnesota,1,292.2,
1101942,Lake Minnewashta,Lake Minnewashta,shapefile,647957,Lake Minnewashta,Lake,Minnesota,1,452.3,
1101734,Lake Minnetonka,Lake Minnetonka,shapefile,,,,,0,,
2723925,Cedar Lake,Cedar Lake,shapefile,1776718,Cedar Lake,Reservoir,Minnesota,1,248.6,
4955292,Rice Portage Lake,Rice Portage Lake,shapefile,655372,Big Portage Lake,Lake,Minnesota,2,664.5,Rice Portage Lake
1101590,Lower Lake,Lower Lake,shapefile,647954,Lake Minnetonka,Lake,Minnesota,4,810.9,Lower Lake; Grays Bay; Saint Albans Bay
167122174,Lake Edward,Lake Edward,shapefile,643188,Lake Edward,Lake,Minnesota,1,1330.6,
167122137,Buck Lake,Buck Lake,shapefile,655664,Cass Lake,Reservoir,Minnesota,3,279.0,Buck Lake; Pug Hole Lake
167122141,Sugar Lake,Sugar Lake,shapefile,659043,Lake Winnibigoshish,Reservoir,Minnesota,7,4365.5,Sugar Lake; Little Little Cut Foot Sioux Lake; Deer Lake
167122139,Big Lake,Big Lake,shapefile,655369,Big Lake,Lake,Minnesota,1,632.4,
167122140,Kitchi Lake,Kitchi Lake,shapefile,656903,Kitchi Lake,Lake,Minnesota,2,732.9,Little Rice Lake
167122125,Lake Bemidji,Lake Bemidji,shapefile,655327,Lake Bemidji,Lake,Minnesota,1,1323.1,
4252042,Lake Washington,Lake Washington,shapefile,653826,Lake Washington,Lake,Minnesota,1,856.5,
4252072,Lake Stella,Lake Stella,shapefile,652614,Lake Stella,Lake,Minnesota,1,440.1,
4945805,Mud Lake,Mud Lake,shapefile,643708,Fishhook Lake,Lake,Minnesota,3,766.6,Mud Lake; Fish Hook River Reservoir
4251680,Lake Francis,Lake Francis,shapefile,643875,Lake Francis,Lake,Minnesota,1,316.1,
2362366,Green Lake,Green Lake,shapefile,644412,Green Lake,Lake,Minnesota,1,651.2,
4251422,Lake Monongalia,Lake Monongalia,shapefile,648239,Lake Monongalia,Reservoir,Minnesota,1,375.7,
2360642,Mille Lacs Lake,Mille Lacs Lake,shapefile,647859,Mille Lacs Lake,Lake,Minnesota,1,8650.3,
4251934,Lake Ripley,Lake Ripley,shapefile,650094,Lake Ripley,Lake,Minnesota,1,644.2,
4252106,Collinwood Lake,Collinwood Lake,shapefile,641406,Collinwood Lake,Lake,Minnesota,1,330.9,
4942039,Lower Cullen Lake,Lower Cullen Lake,shapefile,647248,Lower Cullen Lake,Lake,Minnesota,2,472.6,Middle Cullen Lake
120052135,Potato Lake,Potato Lake,shapefile,649689,Potato Lake,Lake,Minnesota,1,403.1,
4821997,Boss Lake,Boss Lake,shapefile,655486,Boss Lake,Lake,Minnesota,2,308.8,Pleasant Lake
4970199,Sullivan Lake,Sullivan Lake,shapefile,652786,Sullivan Lake,Lake,Minnesota,2,672.8,Platte Lake
2349188,Lake Independence,Lake Independence,shapefile,645398,Lake Independence,Lake,Minnesota,1,531.9,
4840066,Lake Minnewawa,Lake Minnewawa,shapefile,647962,Lake Minnewawa,Lake,Minnesota,1,491.7,
4619296,Lake Ada,Lake Ada,shapefile,655077,Lake Ada,Lake,Minnesota,1,685.6,
2350742,Lake Elizabeth,Lake Elizabeth,shapefile,643256,Lake Elizabeth,Lake,Minnesota,1,241.7,
2354176,Lake Lillian,Lake Lillian,shapefile,646639,Lake Lillian,Lake,Minnesota,1,913.3,
1101684,Lake Calhoun,Lake Calhoun,shapefile,640736,Bde Maka Ska,Lake,Minnesota,1,600.7,
