comid,gnis_name_shapefile,name,name_source,gnis_id,gnis_name_raw,gnis_class,gnis_state,n_candidates,distance_m,alternatives
10312586,Lake Bomoseen,Lake Bomoseen,shapefile,1456520,Lake Bomoseen,Lake,Vermont,1,437.9,
120052962,Indian Lake,Indian Lake,shapefile,955237,Lewey Lake,Lake,New York,2,314.8,Indian Lake
22739299,Peck Lake,Peck Lake,shapefile,970466,Peck Lake,Reservoir,New York,1,196.3,
6244708,Greenwood Lake,Greenwood Lake,shapefile,876818,Greenwood Lake,Reservoir,New York,1,210.6,
6244860,Wanaque Reservoir,Wanaque Reservoir,shapefile,881519,Wanaque Reservoir,Reservoir,New Jersey,1,112.6,
4690013,Raystown Lake,Raystown Lake,shapefile,1193175,Raystown Lake,Reservoir,Pennsylvania,2,222.9,Salmon Hole
5212351,Hoover Resevoir,Hoover Resevoir,shapefile,,,,,0,,
120052316,Barren River Lake,Barren River Lake,shapefile,486429,Barren River Lake,Reservoir,Kentucky,1,79.2,
166997499,Watauga Lake,Watauga Lake,shapefile,1273873,Watauga Lake,Reservoir,Tennessee,1,174.0,
166997584,Chatuge Lake,Chatuge Lake,shapefile,1010188,Chatuge Lake,Reservoir,North Carolina,1,132.9,
19566308,Cedar Creek Reservoir,Cedar Creek Reservoir,shapefile,132019,Cedar Creek Reservoir,Reservoir,Alabama,1,305.3,
19605147,,Tims Ford Lake,gnis_inside,1272660,Tims Ford Lake,Reservoir,Tennessee,2,36.4,Murray Lake
2354136,Cedar Lake,Cedar Lake,shapefile,641011,Cedar Lake,Lake,Minnesota,1,473.4,
4833388,Wabana Lake,Wabana Lake,shapefile,658862,Wabana Lake,Lake,Minnesota,2,550.7,Wabana Lake
167120560,Wagonga Lake,Wagonga Lake,shapefile,653718,Lake Wakanda,Lake,Minnesota,1,464.3,
4098895,North Turtle Lake,North Turtle Lake,shapefile,648703,North Turtle Lake,Lake,Minnesota,1,364.8,
10595598,Madison Lake,Madison Lake,shapefile,647363,Madison Lake,Reservoir,Minnesota,1,461.3,
9371290,Lac Qui Parle Lake,Lac Qui Parle Lake,shapefile,,,,,0,,
4141150,Lake Washington,Lake Washington,shapefile,653825,Lake Washington,Lake,Minnesota,1,200.3,
4136984,Lake Benton,Lake Benton,shapefile,639942,Lake Benton,Lake,Minnesota,1,482.3,
2639444,Pokegama Lake,Pokegama Lake,shapefile,649613,Pokegama Lake,Lake,Minnesota,1,358.7,
1849501,Namakagon Lake,Namakagon Lake,shapefile,1579522,Jackson Lake,Lake,Wisconsin,1,194.7,
2266151,Sand Lake,Sand Lake,shapefile,1573681,Sand Lake,Lake,Wisconsin,1,358.5,
2645822,West Rush Lake,West Rush Lake,shapefile,,,,,0,,
2644120,Bona Lake,Bona Lake,shapefile,1562055,Bone Lake,Lake,Wisconsin,1,355.7,
1873471,Sturgeon Lake/ North Lake,Sturgeon Lake/ North Lake,shapefile,652749,Sturgeon Lake,Lake,Minnesota,5,380.2,North Lake; Twin Lakes; Sharp Muskrat Lake
2032117,Lake Francis,Lake Francis,shapefile,643874,Lake Francis,Lake,Minnesota,1,473.0,
13346562,Flambeau Lake/Long Interlaken Lake,Flambeau Lake/Long Interlaken Lake,shapefile,1579254,Flambeau Lake,Lake,Wisconsin,2,192.4,Long Interlaken Lake
13352060,Dairyland Reservoir,Dairyland Reservoir,shapefile,,,,,0,,
13124080,Holcombe Flowage/Jump River,Holcombe Flowage/Jump River,shapefile,1792944,Holcombe Flowage,Reservoir,Wisconsin,1,135.2,
13078143,Long Lake,Long Lake,shapefile,1568575,Long Lake,Lake,Wisconsin,1,177.2,
12991001,Round Lake/Plum Lake,Round Lake/Plum Lake,shapefile,1580294,Round Lake,Lake,Wisconsin,4,449.8,Pike Lake; Amik Lake; Turner Lake
13078315,Lake Chetac,Lake Chetac,shapefile,1562994,Lake Chetac,Lake,Wisconsin,1,342.9,
13393943,,Planting Ground Lake,gnis_inside,1571587,Planting Ground Lake,Lake,Wisconsin,14,357.5,Round Lake; Big Fork Lake; Medicine Lake
167120891,Wisconsin River Flowage 4964,Wisconsin River Flowage 4964,shapefile,1573874,Second Lake,Lake,Wisconsin,4,175.0,First Lake; Wisconsin River Flowage; Wisconsin River Flowage 4964
6565261,Bear Lake,Bear Lake,shapefile,639774,Bear Lake,Lake,Minnesota,1,175.7,
13290832,Okauchee Lake,Okauchee Lake,shapefile,1792083,Okauchee Lake 85,Reservoir,Wisconsin,1,288.4,
13290920,Lake Nagawicka 46,Lake Nagawicka 46,shapefile,1570095,Nagawicka Lake,Reservoir,Wisconsin,1,507.7,
13290818,Lac La Belle,Lac La Belle,shapefile,1567708,Lac La Belle,Lake,Wisconsin,1,399.7,
14779032,La Salle Lake,La Salle Lake,shapefile,1692415,LaSalle County Nuclear Station Cooling Pond,Reservoir,Illinois,1,171.1,
14778890,Heidecke Lake,Heidecke Lake,shapefile,1720487,Heidecke Lake,Reservoir,Illinois,1,442.1,
13604280,Powerton Fish & Wildlife Rec.,Powerton Fish & Wildlife Rec.,shapefile,1691993,Powerton Cooling Lake,Reservoir,Illinois,1,268.1,
167122256,Lake Shelbyville,Lake Shelbyville,shapefile,422192,Lake Shelbyville,Reservoir,Illinois,1,254.8,
19300897,,Lake Chicot,gnis_inside,74738,Lake Chicot,Lake,Arkansas,1,361.5,
22770424,Lake Amedee,Lake Amedee,shapefile,560446,Cochon Bay,Lake,Louisiana,4,378.3,Petain Lagoon; Bayou Batola; Tanasia Lagoon
22361203,Lake Judge Perez,Lake Judge Perez,shapefile,554903,Lake Judge Perez,Lake,Louisiana,1,492.2,
167246033,Horse Creek Reservoir,Horse Creek Reservoir,shapefile,202774,Horse Creek Reservoir,Reservoir,Colorado,1,355.4,
188031,Chatfield Lake,Chatfield Lake,shapefile,202884,Chatfield Lake,Reservoir,Colorado,1,70.3,
17404931,Branched Oak Lake,Branched Oak Lake,shapefile,1768791,Branched Oak Lake,Reservoir,Nebraska,2,33.8,Branched Oak Lake
4460922,Thomas Hill Reservoir,Thomas Hill Reservoir,shapefile,727587,Thomas Hill Reservoir,Reservoir,Missouri,1,556.4,
2332715,Montrose Lake,Montrose Lake,shapefile,,,,,0,,
4312274,Whitetail Reservoir,Whitetail Reservoir,shapefile,778426,Whitetail Reservoir,Reservoir,Montana,1,523.8,
120051950,Holter Lake,Holter Lake,shapefile,800953,Holter Lake,Reservoir,Montana,1,126.7,
21849419,Bowman-Haley Lake,Bowman-Haley Lake,shapefile,1027630,Bowman-Haley Lake,Reservoir,North Dakota,1,204.4,
14682806,Mud Lake,Mud Lake,shapefile,1033609,Mud Lake,Lake,North Dakota,1,477.9,
14682970,Big Muddy Lake,Big Muddy Lake,shapefile,1027991,Big Muddy Lake,Lake,North Dakota,1,285.6,
14682640,McPhail Slough,McPhail Slough,shapefile,1033608,McPhail Slough,Lake,North Dakota,1,187.5,
14682714,Sibley Lake,Sibley Lake,shapefile,1035148,Sibley Lake,Lake,North Dakota,1,243.0,
14685170,,,none,,,,,0,,
16031200,Middle Marsh Lake,Middle Marsh Lake,shapefile,831269,Middle Marsh Lake,Lake,Nebraska,1,305.5,
11473344,Mud Lake Reservoir,Mud Lake Reservoir,shapefile,,,,,0,,
12575566,Arrowwood Lake,Arrowwood Lake,shapefile,1027742,Arrowwood Lake,Reservoir,North Dakota,1,272.9,
12555166,North Scatterwood Lake,North Scatterwood Lake,shapefile,1256775,North Scatterwood Lake,Lake,South Dakota,1,129.3,
11599971,Swan Lake,Swan Lake,shapefile,1258464,Swan Lake,Lake,South Dakota,1,263.8,
2484114,Goose Lake,Goose Lake,shapefile,,,,,0,,
2482648,Lake Nicholson,Lake Nicholson,shapefile,1256697,Lake Nicholson,Lake,South Dakota,1,85.2,
1594371,Neegronda Reservoir,Neegronda Reservoir,shapefile,169451,Neegronda Reservoir,Reservoir,Colorado,1,47.3,
1531545,Lake Pueblo,Lake Pueblo,shapefile,169353,Pueblo Reservoir,Reservoir,Colorado,1,412.5,
21193680,Little Salt Marsh,Little Salt Marsh,shapefile,475955,Little Salt Marsh,Lake,Kansas,1,169.1,
20887903,Wolf Creek Resevoir,Wolf Creek Resevoir,shapefile,2741085,Coffey County Lake,Reservoir,Kansas,1,45.2,
20031261,Arkansas Resevoir,Arkansas Resevoir,shapefile,,,,,0,,
423160,Lake Murray,Lake Murray,shapefile,1095710,Lake Murray,Reservoir,Oklahoma,1,323.6,
13526182,Bluff Creek,Bluff Creek,shapefile,,,,,0,,
1010164,Lake Cypress Springs,Lake Cypress Springs,shapefile,1829123,Lake Cypress Springs,Reservoir,Texas,1,248.6,
19918180,Cotile Lake,Cotile Lake,shapefile,554093,Cotile Lake,Reservoir,Louisiana,1,238.8,
723936,Mud Lake,Mud Lake,shapefile,571878,Mud Lake,Lake,Maine,1,460.2,
725074,Portage Lake,Portage Lake,shapefile,573680,Portage Lake,Lake,Maine,1,107.5,
4290163,Baker Lake,Baker Lake,shapefile,561474,Baker Lake,Lake,Maine,1,419.5,
166172992,Saint Froid Lake,Saint Froid Lake,shapefile,574710,Saint Froid Lake,Lake,Maine,1,357.0,
1698326,Longley Pond,Longley Pond,shapefile,570343,Longley Pond,Lake,Maine,1,245.2,
1698422,Nesowadnehunk Lake,Nesowadnehunk Lake,shapefile,572101,Nesowadnehunk Lake,Reservoir,Maine,1,498.7,
1701002,Ragged Lake,Ragged Lake,shapefile,573965,Ragged Lake,Reservoir,Maine,1,158.0,
1717737,East Branch Lake,East Branch Lake,shapefile,565548,East Branch Lake,Lake,Maine,1,180.7,
3323750,Webber Pond,Webber Pond,shapefile,577938,Webber Pond,Reservoir,Maine,1,308.0,
3323982,Annabessacook Lake,Annabessacook Lake,shapefile,561266,Annabessacook Lake,Lake,Maine,1,242.4,
1024266,Joes Hole,Joes Hole,shapefile,571837,Moxie Pond,Reservoir,Maine,2,225.4,Joes Hole
19333025,Kennebago Lake,Kennebago Lake,shapefile,1774102,Kennebago Lake,Reservoir,Maine,1,513.6,
2673234,Third Machias Lake,Third Machias Lake,shapefile,576962,Third Machias Lake,Lake,Maine,1,31.9,
2673344,Crawford Lake,Crawford Lake,shapefile,564500,Crawford Lake,Reservoir,Maine,1,312.6,
166174110,Fourth Machias Lake,Fourth Machias Lake,shapefile,566487,Fourth Machias Lake,Lake,Maine,1,394.5,
2673214,Pocomoonshine Lake,Pocomoonshine Lake,shapefile,573547,Pocomoonshine Lake,Lake,Maine,1,240.7,
2674760,Brandy Pond,Brandy Pond,shapefile,562905,Brandy Pond,Lake,Maine,1,448.0,
9310855,,Kezar Lake,gnis_inside,581080,Kezar Lake,Reservoir,Maine,1,245.7,
6719733,Upper Bay,Upper Bay,shapefile,570051,Little Sebago Lake,Reservoir,Maine,3,213.9,Upper Bay; Tarkill Pond
166174489,Massabesic Lake,Massabesic Lake,shapefile,,,,,0,,
120052078,Squantz Pond,Squantz Pond,shapefile,206018,Lake Candlewood,Reservoir,Connecticut,1,80.5,
4599629,Lake Willoughby,Lake Willoughby,shapefile,1460283,Lake Willoughby,Lake,Vermont,1,191.3,
22953957,Kintla Lake,Kintla Lake,shapefile,785762,Kintla Lake,Lake,Montana,1,97.6,
22999059,Sullivan Lake,Sullivan Lake,shapefile,1526681,Sullivan Lake,Reservoir,Washington,1,237.0,
24118331,Spirit Lake,Spirit Lake,shapefile,391117,Spirit Lake,Lake,Idaho,1,405.1,
23050609,Loon Lake,Loon Lake,shapefile,1522445,Loon Lake,Lake,Washington,1,472.1,
120052938,,Lake Owyhee,gnis_inside,1125099,Lake Owyhee,Reservoir,Oregon,1,223.6,
120054057,,Brownlee Reservoir,gnis_inside,378278,Brownlee Reservoir,Reservoir,Oregon,1,309.8,
23440075,,Wallowa Lake,gnis_inside,1151862,Wallowa Lake,Reservoir,Oregon,1,469.6,
23466505,Sprague Lake,Sprague Lake,shapefile,1508616,Sprague Lake,Lake,Washington,1,246.3,
23490959,,Redfish Lake,gnis_inside,389253,Redfish Lake,Lake,Idaho,1,332.7,
23704067,,Cultus Lake,gnis_inside,1140537,Cultus Lake,Lake,Oregon,1,297.9,
24252328,Mayfield Lake,Mayfield Lake,shapefile,1531545,Mayfield Lake,Reservoir,Washington,1,170.8,
23788951,,Green Peter Lake,gnis_inside,1158878,Green Peter Lake,Reservoir,Oregon,1,137.9,
24539838,Chester Morse Lake,Chester Morse Lake,shapefile,1517668,Chester Morse Lake,Reservoir,Washington,1,82.5,
24260837,Lake Shannon,Lake Shannon,shapefile,1525616,Lake Shannon,Reservoir,Washington,1,455.1,
24280938,"Stevens, Lake","Stevens, Lake",shapefile,1508735,Lake Stevens,Lake,Washington,1,489.5,
24005663,,Vickers Lake,gnis_near,1639002,Vickers Lake,Lake,Oregon,1,84.1,
17845306,Abiquiu Lake,Abiquiu Lake,shapefile,,,,,0,,
8678045,Belews Lake,Belews Lake,shapefile,980926,Belews Lake,Reservoir,North Carolina,1,23.7,
167484046,Mayo Reservoir,Mayo Reservoir,shapefile,1005928,Mayo Reservoir,Reservoir,North Carolina,1,38.4,
8848053,,Lake Surf,gnis_inside,998589,Lake Surf,Reservoir,North Carolina,1,54.0,
9175424,Lake Robinson,Lake Robinson,shapefile,1238481,Lake Robinson,Reservoir,South Carolina,1,232.4,
9751286,Lake James,Lake James,shapefile,1012434,Lake James,Reservoir,North Carolina,1,135.5,
166756413,,Lake Wylie,gnis_inside,1227721,Lake Wylie,Reservoir,North Carolina,1,79.0,
22721229,,Par Pond,gnis_near,1225289,Par Pond,Reservoir,South Carolina,1,69.8,
1054153,,Lake Sinclair,gnis_inside,326612,Lake Sinclair,Reservoir,Georgia,1,108.3,
16697315,,,none,,,,,0,,
16944276,Lake Rousseau,Lake Rousseau,shapefile,290015,Lake Rousseau,Reservoir,Florida,1,275.4,
2134810,,Dead Lakes,gnis_inside,281381,Dead Lakes,Lake,Florida,2,329.5,West Arm of Dead Lakes
6479321,Carters Lake,Carters Lake,shapefile,327370,Carters Lake,Reservoir,Georgia,1,82.9,
18521051,,,none,,,,,0,,
14159190,Horseshoe Lake,Horseshoe Lake,shapefile,1029552,Horseshoe Lake,Lake,North Dakota,1,287.8,
14172209,Lake Lemer,Lake Lemer,shapefile,1029863,Lake Lemer,Lake,North Dakota,1,101.9,
120052509,Lake Darling,Lake Darling,shapefile,1028612,Lake Darling,Reservoir,North Dakota,1,306.2,
14158312,Long Lake,Long Lake,shapefile,1029997,Long Lake,Lake,North Dakota,1,67.9,
6654109,Prairie Lake,Prairie Lake,shapefile,649711,Prairie Lake,Lake,Minnesota,2,356.7,Prairie Lake
6654571,Tamarac Lake,Tamarac Lake,shapefile,1776870,South Tamarac Lake,Reservoir,Minnesota,2,456.7,Tamarac Lake
6654581,Island Lake,Island Lake,shapefile,645487,Island Lake,Lake,Minnesota,1,367.6,
7029157,Tulaby Lake,Tulaby Lake,shapefile,653363,Tulaby Lake,Lake,Minnesota,1,549.6,
6655603,Rose Lake,Rose Lake,shapefile,650271,Rose Lake,Lake,Minnesota,1,125.4,
6655725,Lake Franklin,Lake Franklin,shapefile,643894,Lake Franklin,Lake,Minnesota,1,138.0,
7154030,Black Duck Lake,Black Duck Lake,shapefile,660825,Black Duck Lake,Lake,Minnesota,1,61.7,
7108515,,Birch Lake,gnis_inside,660809,Birch Lake,Lake,Minnesota,2,269.8,Birch River
7153174,Johnson Lake,Johnson Lake,shapefile,661592,Johnson Lake,Lake,Minnesota,1,32.3,
7108481,Perent Lake,Perent Lake,shapefile,657779,Perent Lake,Lake,Minnesota,1,357.9,
167201782,,Little Elbow Lake,gnis_inside,661737,Little Elbow Lake,Lake,Minnesota,2,191.2,Elbow Lake
167201754,,Greenwood Lake,gnis_inside,656458,Greenwood Lake,Lake,Minnesota,1,498.1,
1147787,Lake Tyler,Lake Tyler,shapefile,1348999,Lake Tyler East,Reservoir,Texas,2,412.0,Lake Tyler
1267710,Lake Worth,Lake Worth,shapefile,1350595,Lake Worth,Reservoir,Texas,1,349.1,
10840360,Braunig Lake,Braunig Lake,shapefile,1352840,Braunig Lake,Reservoir,Texas,1,206.7,
8315527,Big Lagoon,Big Lagoon,shapefile,219209,Big Lagoon,Lake,California,1,639.6,
2551259,Alkali Lake,Alkali Lake,shapefile,1116863,Alkali Lake,Lake,Oregon,1,250.8,
2554839,Indian Tom Lake,Indian Tom Lake,shapefile,261769,Indian Tom Lake,Lake,California,1,539.1,
2554943,Tule Lake,Tule Lake,shapefile,,,,,0,,
8307970,Lake Pillsbury,Lake Pillsbury,shapefile,234468,Lake Pillsbury,Reservoir,California,1,8.3,
8245358,Trinity Lake,Trinity Lake,shapefile,255079,Trinity Lake,Reservoir,California,1,213.6,
2551255,Gerber Reservoir,Gerber Reservoir,shapefile,1121105,Gerber Reservoir,Reservoir,Oregon,1,770.5,
24093752,,Fourmile Lake,gnis_inside,1161371,Fourmile Lake,Lake,Oregon,1,315.8,
24093844,,Aspen Lake,gnis_inside,1161255,Aspen Lake,Lake,Oregon,1,749.4,
24083377,Crater Lake,Crater Lake,shapefile,1163669,Crater Lake,Lake,Oregon,1,2681.6,
2554957,,Clear Lake Reservoir,gnis_inside,221199,Clear Lake Reservoir,Reservoir,California,1,166.2,
8263894,Howard Prairie Lake,Howard Prairie Lake,shapefile,1158895,Howard Prairie Lake,Reservoir,Oregon,1,290.5,
22226558,Lake Earl,Lake Earl,shapefile,222843,Lake Earl,Lake,California,2,704.2,Lake Talawa
8306696,Russian River Reservoir,Russian River Reservoir,shapefile,228503,Lake Mendocino,Reservoir,California,2,443.6,Russian River Reservoir
120054054,,Agency Lake,gnis_inside,1161247,Agency Lake,Lake,Oregon,3,1417.3,Upper Klamath Lake; Melvins Pond
120052284,Goose Lake,Goose Lake,shapefile,224325,Goose Lake,Lake,California,1,5193.0,
7927103,West Valley Reservoir,West Valley Reservoir,shapefile,237535,West Valley Reservoir,Reservoir,California,1,472.4,
7946776,Medicine Lake,Medicine Lake,shapefile,263434,Medicine Lake,Lake,California,1,318.9,
7947624,,Big Lake,gnis_inside,256954,Big Lake,Lake,California,1,640.6,
7968933,Thermalito Afterbay,Thermalito Afterbay,shapefile,236232,Thermalito Afterbay,Reservoir,California,1,418.5,
12076080,,Lake Oroville,gnis_inside,264404,Lake Oroville,Reservoir,California,1,276.9,
7989989,Black Butte Lake,Black Butte Lake,shapefile,254624,Black Butte Lake,Reservoir,California,1,312.3,
7914901,Drews Reservoir,Drews Reservoir,shapefile,1141243,Drews Reservoir,Reservoir,Oregon,1,827.6,
7924879,Lower Roberts Reservoir,Lower Roberts Reservoir,shapefile,263039,Lower Roberts Reservoir,Reservoir,California,1,216.6,
8009481,Clear Lake,Clear Lake,shapefile,,,,,0,,
2781993,Whiskeytown Lake,Whiskeytown Lake,shapefile,268967,Whiskeytown Lake,Reservoir,California,1,656.9,
8005383,Indian Valley Reservoir,Indian Valley Reservoir,shapefile,274690,Indian Valley Reservoir,Reservoir,California,1,557.5,
120054085,,Shasta Lake,gnis_inside,253897,Shasta Lake,Reservoir,California,1,389.9,
8060079,New Bullards Bar Reservoir,New Bullards Bar Reservoir,shapefile,267058,New Bullards Bar Reservoir,Reservoir,California,1,365.5,
8038615,Frenchman Lake,Frenchman Lake,shapefile,260408,Frenchman Lake,Reservoir,California,1,492.5,
8038617,Lake Davis,Lake Davis,shapefile,259098,Lake Davis,Reservoir,California,1,653.4,
8063155,Scotts Flat Reservoir,Scotts Flat Reservoir,shapefile,265944,Scotts Flat Reservoir,Reservoir,California,1,555.8,
120053436,Jackson Meadows Reservoir,Jackson Meadows Reservoir,shapefile,274655,Jackson Meadows Reservoir,Reservoir,California,1,130.2,
8062949,Bowman Lake,Bowman Lake,shapefile,257403,Bowman Lake,Reservoir,California,1,437.4,
14981052,Union Valley Reservoir,Union Valley Reservoir,shapefile,268592,Union Valley Reservoir,Reservoir,California,1,292.5,
20295245,Mountain Meadows Reservoir,Mountain Meadows Reservoir,shapefile,229192,Mountain Meadows Reservoir,Reservoir,California,1,1010.6,
7927141,Moon Lake,Moon Lake,shapefile,246164,Moon Lake,Lake,California,1,544.1,
8005399,Clear Lake,Clear Lake,shapefile,258441,Clear Lake,Lake,California,2,3488.7,Clear Lake
7933297,Silva Flat Reservoir,Silva Flat Reservoir,shapefile,233121,Silva Flat Reservoir,Reservoir,California,1,321.1,
120052285,Renner Lake,Renner Lake,shapefile,267175,Renner Lake,Lake,Oregon,1,432.5,
120054084,,,none,,,,,0,,
14991593,French Meadows Reservoir,French Meadows Reservoir,shapefile,260398,French Meadows Reservoir,Reservoir,California,2,441.9,French Meadows Reservoir
8060125,Merle Collins Reservoir,Merle Collins Reservoir,shapefile,1664159,Merle Collins Reservoir,Reservoir,California,2,558.9,Virginia Ranch Reservoir
20194524,Folsom Lake,Folsom Lake,shapefile,223648,Folsom Lake,Reservoir,California,1,988.6,
2772500,Lake Almanor,Lake Almanor,shapefile,256197,Lake Almanor,Reservoir,California,1,2354.3,
120054083,,,none,,,,,0,,
130951632,Lake Berryessa,Lake Berryessa,shapefile,255067,Lake Berryessa,Reservoir,California,1,782.4,
22057133,Pine Flat Lake,Pine Flat Lake,shapefile,252091,Pine Flat Lake,Reservoir,California,1,396.8,
22048371,Courtright Reservoir,Courtright Reservoir,shapefile,258786,Courtright Reservoir,Reservoir,California,1,244.1,
22670080,Isabella Lake,Isabella Lake,shapefile,271737,Isabella Lake,Reservoir,California,1,1136.0,
14930103,Lake Success,Lake Success,shapefile,254314,Lake Success,Reservoir,California,1,599.7,
2822246,Woodward Reservoir,Woodward Reservoir,shapefile,238176,Woodward Reservoir,Reservoir,California,1,225.3,
2822462,Turlock Lake,Turlock Lake,shapefile,236644,Turlock Lake,Reservoir,California,1,522.1,
3950979,Camanche Reservoir,Camanche Reservoir,shapefile,,,,,0,,
1890272,Clifton Court Forebay,Clifton Court Forebay,shapefile,253867,Clifton Court Forebay,Reservoir,California,1,1162.3,
120052656,San Luis Reservoir,San Luis Reservoir,shapefile,232446,San Luis Reservoir,Reservoir,California,1,2278.2,
17080601,Cherry Lake,Cherry Lake,shapefile,,,,,0,,
17080669,Hetch Hetchy Reservoir,Hetch Hetchy Reservoir,shapefile,261289,Hetch Hetchy Reservoir,Reservoir,California,1,26.2,
20197596,Camanche Reservoir,Camanche Reservoir,shapefile,254692,Camanche Reservoir,Reservoir,California,1,134.9,
17080041,Don Pedro Reservoir,Don Pedro Reservoir,shapefile,253880,Don Pedro Reservoir,Reservoir,California,1,47.3,
17076029,Cherry Lake,Cherry Lake,shapefile,255077,Cherry Lake,Reservoir,California,1,91.0,
17114583,Shaver Lake,Shaver Lake,shapefile,266058,Shaver Lake,Reservoir,California,1,486.8,
120053836,Millerton Lake,Millerton Lake,shapefile,263643,Millerton Lake,Reservoir,California,1,617.3,
19769209,O'Neill Forebay,O'Neill Forebay,shapefile,254988,O'Neill Forebay,Reservoir,California,1,742.1,
120053883,Lake Thomas A Edison,Lake Thomas A Edison,shapefile,274108,Lake Thomas A Edison,Reservoir,California,1,364.4,
2809463,Calaveras Reservoir,Calaveras Reservoir,shapefile,220379,Calaveras Reservoir,Reservoir,California,1,340.4,
120053056,Lake Hennessey,Lake Hennessey,shapefile,234004,Lake Hennessey,Reservoir,California,1,427.6,
120053442,Lake San Antonio,Lake San Antonio,shapefile,254200,Lake San Antonio,Reservoir,California,1,326.3,
8210941,Lake Nacimiento,Lake Nacimiento,shapefile,255655,Lake Nacimiento,Reservoir,California,1,264.0,
22560266,Lake Mathews,Lake Mathews,shapefile,271966,Lake Mathews,Reservoir,California,1,1089.0,
22532548,Perris Reservoir,Perris Reservoir,shapefile,247390,Perris Reservoir,Reservoir,California,1,457.5,
22558520,Big Bear Lake,Big Bear Lake,shapefile,269807,Big Bear Lake,Reservoir,California,1,258.9,
20332372,Sweetwater Reservoir,Sweetwater Reservoir,shapefile,273984,Sweetwater Reservoir,Reservoir,California,1,400.1,
17568947,Pyramid Lake,Pyramid Lake,shapefile,273141,Pyramid Lake,Reservoir,California,1,373.8,
20342929,Lake Henshaw,Lake Henshaw,shapefile,271554,Lake Henshaw,Reservoir,California,1,637.1,
