comid,gnis_name_shapefile,name,name_source,gnis_id,gnis_name_raw,gnis_class,gnis_state,n_candidates,distance_m,alternatives
24093804,Lake of the Woods,Lake of the Woods,shapefile,1161601,Lake of the Woods,Lake,Oregon,1,221.8,
3917046,Lake Shastina,Lake Shastina,shapefile,267233,Lake Shastina,Lake,California,1,151.9,
15012277,Camp Far West Reservoir,Camp Far West Reservoir,shapefile,220455,Camp Far West Reservoir,Reservoir,California,1,1228.3,
2775024,Bucks Lake,Bucks Lake,shapefile,266504,Bucks Lake,Reservoir,California,1,2803.8,
120053833,Loon Lake,Loon Lake,shapefile,254937,Loon Lake,Reservoir,California,1,334.2,
2772516,Butt Valley Reservoir,Butt Valley Reservoir,shapefile,257757,Butt Valley Reservoir,Reservoir,California,1,147.3,
120053229,Little Grass Valley Reservoir,Little Grass Valley Reservoir,shapefile,262610,Little Grass Valley Reservoir,Reservoir,California,1,467.6,
17055346,Pardee Reservoir,Pardee Reservoir,shapefile,230339,Pardee Reservoir,Reservoir,California,1,152.2,
17080605,Lake Eleanor,Lake Eleanor,shapefile,259830,Lake Eleanor,Reservoir,California,1,290.4,
17568965,Castaic Lake,Castaic Lake,shapefile,1802841,Castaic Lake,Reservoir,California,1,2335.9,
1311881,Green Mountain Reservoir,Green Mountain Reservoir,shapefile,196488,Green Mountain Reservoir,Reservoir,Colorado,1,2049.4,
1230577,Williams Fork Reservoir,Williams Fork Reservoir,shapefile,173267,Williams Fork Reservoir,Reservoir,Colorado,1,304.3,
120052686,Blue Mesa Reservoir,Blue Mesa Reservoir,shapefile,,,,,0,,
3192800,Lake Viva Naughton,Lake Viva Naughton,shapefile,1584686,Lake Viva Naughton,Reservoir,Wyoming,1,785.8,
18327540,Boulder Lake,Boulder Lake,shapefile,1598325,Boulder Lake,Reservoir,Wyoming,1,576.9,
20475378,Lake Pleasant,Lake Pleasant,shapefile,9580,Lake Pleasant,Reservoir,Arizona,1,1323.9,
10273702,Pineview Reservoir,Pineview Reservoir,shapefile,1444422,Pineview Reservoir,Reservoir,Utah,1,283.7,
1768752,Whiteface Reservoir,Whiteface Reservoir,shapefile,662793,Whiteface Reservoir,Reservoir,Minnesota,1,1221.8,
4796552,Devils Track Lake,Devils Track Lake,shapefile,655982,Devil Track Lake,Lake,Minnesota,1,71.6,
11928976,Otter Lake,Otter Lake,shapefile,634195,Otter Lake,Lake,Michigan,1,274.3,
12016828,Muskallonge Lake,Muskallonge Lake,shapefile,633161,Muskallonge Lake,Lake,Michigan,1,60.7,
12026156,Silver Lake Basin,Silver Lake Basin,shapefile,637959,Silver Lake Basin,Reservoir,Michigan,1,699.4,
11949795,Michigan Bay,Michigan Bay,shapefile,1620522,Lindsley Lake,Lake,Michigan,12,399.1,Morley Lake; Fishhawk Lake; Michigan Bay
15585938,Ladue Resevoir,Ladue Resevoir,shapefile,1078936,Akron City Reservoir,Reservoir,Ohio,1,357.8,
15538805,Conesus Lake,Conesus Lake,shapefile,947265,Conesus Lake,Lake,New York,1,1939.2,
22026276,Cazenovia Lake,Cazenovia Lake,shapefile,946092,Cazenovia Lake,Lake,New York,1,241.9,
22026932,Otisco Lake,Otisco Lake,shapefile,970435,Otisco Lake,Reservoir,New York,1,1385.9,
15466283,Little Tupper Lake,Little Tupper Lake,shapefile,955718,Little Tupper Lake,Lake,New York,2,1484.1,Round Lake
15483673,Lake Bonaparte,Lake Bonaparte,shapefile,944416,Lake Bonaparte,Lake,New York,1,777.7,
15509836,Fulton Chain Lake,Fulton Chain Lake,shapefile,967373,Third Lake,Lake,New York,5,1159.7,Fourth Lake; Second Lake; First Lake
10312586,Lake Bomoseen,Lake Bomoseen,shapefile,1456520,Lake Bomoseen,Lake,Vermont,1,2824.8,
120052962,Indian Lake,Indian Lake,shapefile,970231,Indian Lake,Reservoir,New York,2,1731.0,Lewey Lake
22739299,Peck Lake,Peck Lake,shapefile,970466,Peck Lake,Reservoir,New York,1,34.9,
6244708,Greenwood Lake,Greenwood Lake,shapefile,876818,Greenwood Lake,Reservoir,New York,1,222.2,
6244860,Wanaque Reservoir,Wanaque Reservoir,shapefile,881519,Wanaque Reservoir,Reservoir,New Jersey,1,1451.5,
4690013,Raystown Lake,Raystown Lake,shapefile,1193175,Raystown Lake,Reservoir,Pennsylvania,2,4635.2,Salmon Hole
5212351,Hoover Resevoir,Hoover Resevoir,shapefile,,,,,0,,
120052316,Barren River Lake,Barren River Lake,shapefile,486429,Barren River Lake,Reservoir,Kentucky,1,5280.3,
166997499,Watauga Lake,Watauga Lake,shapefile,1273873,Watauga Lake,Reservoir,Tennessee,1,2953.2,
166997584,Chatuge Lake,Chatuge Lake,shapefile,1010188,Chatuge Lake,Reservoir,North Carolina,1,1383.2,
19566308,Cedar Creek Reservoir,Cedar Creek Reservoir,shapefile,132019,Cedar Creek Reservoir,Reservoir,Alabama,1,3198.9,
19605147,,Tims Ford Lake,gnis_inside,1272660,Tims Ford Lake,Reservoir,Tennessee,2,1156.5,Murray Lake
2354136,Cedar Lake,Cedar Lake,shapefile,641011,Cedar Lake,Lake,Minnesota,1,206.9,
4833388,Wabana Lake,Wabana Lake,shapefile,658862,Wabana Lake,Lake,Minnesota,2,359.4,Wabana Lake
167120560,Wagonga Lake,Wagonga Lake,shapefile,653718,Lake Wakanda,Lake,Minnesota,1,109.5,
4098895,North Turtle Lake,North Turtle Lake,shapefile,648703,North Turtle Lake,Lake,Minnesota,1,243.9,
10595598,Madison Lake,Madison Lake,shapefile,647363,Madison Lake,Reservoir,Minnesota,1,1973.7,
9371290,Lac Qui Parle Lake,Lac Qui Parle Lake,shapefile,,,,,0,,
4141150,Lake Washington,Lake Washington,shapefile,653825,Lake Washington,Lake,Minnesota,1,337.6,
4136984,Lake Benton,Lake Benton,shapefile,639942,Lake Benton,Lake,Minnesota,1,3332.6,
2639444,Pokegama Lake,Pokegama Lake,shapefile,649613,Pokegama Lake,Lake,Minnesota,1,697.3,
1849501,Namakagon Lake,Namakagon Lake,shapefile,1579522,Jackson Lake,Lake,Wisconsin,1,2869.5,
2266151,Sand Lake,Sand Lake,shapefile,1573681,Sand Lake,Lake,Wisconsin,1,193.1,
2645822,West Rush Lake,West Rush Lake,shapefile,,,,,0,,
2644120,Bona Lake,Bona Lake,shapefile,1562055,Bone Lake,Lake,Wisconsin,1,283.6,
1873471,Sturgeon Lake/ North Lake,Sturgeon Lake/ North Lake,shapefile,640467,Brewer Lake,Lake,Minnesota,5,1178.9,North Lake; Twin Lakes; Sturgeon Lake
2032117,Lake Francis,Lake Francis,shapefile,643874,Lake Francis,Lake,Minnesota,1,101.3,
13346562,Flambeau Lake/Long Interlaken Lake,Flambeau Lake/Long Interlaken Lake,shapefile,1579254,Flambeau Lake,Lake,Wisconsin,2,177.7,Long Interlaken Lake
13352060,Dairyland Reservoir,Dairyland Reservoir,shapefile,,,,,0,,
13124080,Holcombe Flowage/Jump River,Holcombe Flowage/Jump River,shapefile,1792944,Holcombe Flowage,Reservoir,Wisconsin,1,1884.9,
13078143,Long Lake,Long Lake,shapefile,1568575,Long Lake,Lake,Wisconsin,1,2637.2,
12991001,Round Lake/Plum Lake,Round Lake/Plum Lake,shapefile,1580660,Turner Lake,Lake,Wisconsin,4,274.5,Pike Lake; Round Lake; Amik Lake
13078315,Lake Chetac,Lake Chetac,shapefile,1562994,Lake Chetac,Lake,Wisconsin,1,225.2,
13393943,,Big Fork Lake,gnis_inside,1578768,Big Fork Lake,Lake,Wisconsin,14,433.1,Little Fork Lake; Medicine Lake; Laurel Lake
167120891,Wisconsin River Flowage 4964,Wisconsin River Flowage 4964,shapefile,1576907,Wisconsin River Flowage,Reservoir,Wisconsin,4,1468.8,Wisconsin River Flowage 4964; First Lake; Second Lake
6565261,Bear Lake,Bear Lake,shapefile,639774,Bear Lake,Lake,Minnesota,1,218.1,
13290832,Okauchee Lake,Okauchee Lake,shapefile,1792083,Okauchee Lake 85,Reservoir,Wisconsin,1,518.8,
13290920,Lake Nagawicka 46,Lake Nagawicka 46,shapefile,1570095,Nagawicka Lake,Reservoir,Wisconsin,1,66.5,
13290818,Lac La Belle,Lac La Belle,shapefile,1567708,Lac La Belle,Lake,Wisconsin,1,186.5,
14779032,La Salle Lake,La Salle Lake,shapefile,1692415,LaSalle County Nuclear Station Cooling Pond,Reservoir,Illinois,1,127.9,
14778890,Heidecke Lake,Heidecke Lake,shapefile,1720487,Heidecke Lake,Reservoir,Illinois,1,1310.5,
13604280,Powerton Fish & Wildlife Rec.,Powerton Fish & Wildlife Rec.,shapefile,1691993,Powerton Cooling Lake,Reservoir,Illinois,1,808.6,
167122256,Lake Shelbyville,Lake Shelbyville,shapefile,422192,Lake Shelbyville,Reservoir,Illinois,1,7716.1,
19300897,,"Chicot, Lake",gnis_inside,74738,Lake Chicot,Lake,Arkansas,1,5074.4,
22770424,Lake Amedee,Lake Amedee,shapefile,1627903,Petain Lagoon,Lake,Louisiana,4,1160.0,Cochon Bay; Bayou Batola; Tanasia Lagoon
22361203,Lake Judge Perez,Lake Judge Perez,shapefile,554903,Lake Judge Perez,Lake,Louisiana,1,71.5,
167246033,Horse Creek Reservoir,Horse Creek Reservoir,shapefile,202774,Horse Creek Reservoir,Reservoir,Colorado,1,445.3,
188031,Chatfield Lake,Chatfield Lake,shapefile,202884,Chatfield Lake,Reservoir,Colorado,1,1140.8,
17404931,Branched Oak Lake,Branched Oak Lake,shapefile,1768791,Branched Oak Lake,Reservoir,Nebraska,2,617.6,Branched Oak Lake
4460922,Thomas Hill Reservoir,Thomas Hill Reservoir,shapefile,727587,Thomas Hill Reservoir,Reservoir,Missouri,1,480.2,
2332715,Montrose Lake,Montrose Lake,shapefile,,,,,0,,
4312274,Whitetail Reservoir,Whitetail Reservoir,shapefile,778426,Whitetail Reservoir,Reservoir,Montana,1,164.6,
120051950,Holter Lake,Holter Lake,shapefile,800953,Holter Lake,Reservoir,Montana,1,1752.6,
21849419,Bowman-Haley Lake,Bowman-Haley Lake,shapefile,1027630,Bowman-Haley Lake,Reservoir,North Dakota,1,746.3,
14682806,Mud Lake,Mud Lake,shapefile,1033609,Mud Lake,Lake,North Dakota,1,109.6,
14682970,Big Muddy Lake,Big Muddy Lake,shapefile,1027991,Big Muddy Lake,Lake,North Dakota,1,202.1,
14682640,McPhail Slough,McPhail Slough,shapefile,1033608,McPhail Slough,Lake,North Dakota,1,279.2,
14682714,Sibley Lake,Sibley Lake,shapefile,1035148,Sibley Lake,Lake,North Dakota,1,380.5,
14685170,,,none,,,,,0,,
16031200,Middle Marsh Lake,Middle Marsh Lake,shapefile,831269,Middle Marsh Lake,Lake,Nebraska,1,183.2,
11473344,Mud Lake Reservoir,Mud Lake Reservoir,shapefile,,,,,0,,
12575566,Arrowwood Lake,Arrowwood Lake,shapefile,1027742,Arrowwood Lake,Reservoir,North Dakota,1,361.6,
12555166,North Scatterwood Lake,North Scatterwood Lake,shapefile,1256775,North Scatterwood Lake,Lake,South Dakota,1,336.2,
11599971,Swan Lake,Swan Lake,shapefile,1258464,Swan Lake,Lake,South Dakota,1,346.3,
2484114,Goose Lake,Goose Lake,shapefile,,,,,0,,
2482648,Lake Nicholson,Lake Nicholson,shapefile,1256697,Lake Nicholson,Lake,South Dakota,1,453.0,
1594371,Neegronda Reservoir,Neegronda Reservoir,shapefile,169451,Neegronda Reservoir,Reservoir,Colorado,1,522.1,
1531545,Lake Pueblo,Lake Pueblo,shapefile,169353,Pueblo Reservoir,Reservoir,Colorado,1,218.1,
21193680,Little Salt Marsh,Little Salt Marsh,shapefile,475955,Little Salt Marsh,Lake,Kansas,1,421.6,
20887903,Wolf Creek Resevoir,Wolf Creek Resevoir,shapefile,2741085,Coffey County Lake,Reservoir,Kansas,1,934.4,
20031261,Arkansas Resevoir,Arkansas Resevoir,shapefile,,,,,0,,
423160,Lake Murray,Lake Murray,shapefile,1095710,Lake Murray,Reservoir,Oklahoma,1,2085.4,
13526182,Bluff Creek,Bluff Creek,shapefile,,,,,0,,
1010164,Lake Cypress Springs,Lake Cypress Springs,shapefile,1829123,Lake Cypress Springs,Reservoir,Texas,1,873.5,
19918180,Cotile Lake,Cotile Lake,shapefile,554093,Cotile Lake,Reservoir,Louisiana,1,1010.0,
723936,Mud Lake,Mud Lake,shapefile,571878,Mud Lake,Lake,Maine,1,1243.5,
725074,Portage Lake,Portage Lake,shapefile,573680,Portage Lake,Lake,Maine,1,3295.8,
4290163,Baker Lake,Baker Lake,shapefile,561474,Baker Lake,Lake,Maine,1,660.6,
166172992,Saint Froid Lake,Saint Froid Lake,shapefile,574710,Saint Froid Lake,Lake,Maine,1,918.8,
1698326,Longley Pond,Longley Pond,shapefile,570343,Longley Pond,Lake,Maine,1,407.7,
1698422,Nesowadnehunk Lake,Nesowadnehunk Lake,shapefile,572101,Nesowadnehunk Lake,Reservoir,Maine,1,143.9,
1701002,Ragged Lake,Ragged Lake,shapefile,573965,Ragged Lake,Reservoir,Maine,1,1235.2,
1717737,East Branch Lake,East Branch Lake,shapefile,565548,East Branch Lake,Lake,Maine,1,102.5,
3323750,Webber Pond,Webber Pond,shapefile,577938,Webber Pond,Reservoir,Maine,1,147.6,
3323982,Annabessacook Lake,Annabessacook Lake,shapefile,561266,Annabessacook Lake,Lake,Maine,1,814.0,
1024266,Joes Hole,Joes Hole,shapefile,571837,Moxie Pond,Reservoir,Maine,2,2933.4,Joes Hole
19333025,Kennebago Lake,Kennebago Lake,shapefile,1774102,Kennebago Lake,Reservoir,Maine,1,313.3,
2673234,Third Machias Lake,Third Machias Lake,shapefile,576962,Third Machias Lake,Lake,Maine,1,2643.3,
2673344,Crawford Lake,Crawford Lake,shapefile,564500,Crawford Lake,Reservoir,Maine,1,813.9,
166174110,Fourth Machias Lake,Fourth Machias Lake,shapefile,566487,Fourth Machias Lake,Lake,Maine,1,1840.4,
2673214,Pocomoonshine Lake,Pocomoonshine Lake,shapefile,573547,Pocomoonshine Lake,Lake,Maine,1,3450.3,
2674760,Brandy Pond,Brandy Pond,shapefile,562905,Brandy Pond,Lake,Maine,1,1102.3,
9310855,,Kezar Lake,gnis_inside,581080,Kezar Lake,Reservoir,Maine,1,552.6,
6719733,Upper Bay,Upper Bay,shapefile,570051,Little Sebago Lake,Reservoir,Maine,3,170.3,Upper Bay; Tarkill Pond
166174489,Massabesic Lake,Massabesic Lake,shapefile,,,,,0,,
120052078,Squantz Pond,Squantz Pond,shapefile,206018,Lake Candlewood,Reservoir,Connecticut,1,314.0,
4599629,Lake Willoughby,Lake Willoughby,shapefile,1460283,Lake Willoughby,Lake,Vermont,1,401.5,
22953957,Kintla Lake,Kintla Lake,shapefile,785762,Kintla Lake,Lake,Montana,1,1437.6,
22999059,Sullivan Lake,Sullivan Lake,shapefile,1526681,Sullivan Lake,Reservoir,Washington,1,367.6,
24118331,Spirit Lake,Spirit Lake,shapefile,391117,Spirit Lake,Lake,Idaho,1,1864.5,
23050609,Loon Lake,Loon Lake,shapefile,1522445,Loon Lake,Lake,Washington,1,235.8,
120052938,,"Owyhee, Lake",gnis_inside,1125099,Lake Owyhee,Reservoir,Oregon,1,17495.2,
120054057,,Brownlee Reservoir,gnis_inside,378278,Brownlee Reservoir,Reservoir,Oregon,1,34208.9,
23440075,,Wallowa Lake,gnis_inside,1151862,Wallowa Lake,Reservoir,Oregon,1,122.0,
23466505,Sprague Lake,Sprague Lake,shapefile,1508616,Sprague Lake,Lake,Washington,1,628.1,
23490959,,Redfish Lake,gnis_inside,389253,Redfish Lake,Lake,Idaho,1,381.2,
23704067,,Cultus Lake,gnis_inside,1140537,Cultus Lake,Lake,Oregon,1,535.9,
24252328,Mayfield Lake,Mayfield Lake,shapefile,1531545,Mayfield Lake,Reservoir,Washington,1,1246.4,
23788951,,Green Peter Lake,gnis_inside,1158878,Green Peter Lake,Reservoir,Oregon,1,1794.1,
24539838,Chester Morse Lake,Chester Morse Lake,shapefile,1517668,Chester Morse Lake,Reservoir,Washington,1,542.7,
24260837,Lake Shannon,Lake Shannon,shapefile,1525616,Lake Shannon,Reservoir,Washington,1,1497.4,
24280938,"Stevens, Lake","Stevens, Lake",shapefile,1508735,Lake Stevens,Lake,Washington,1,438.0,
24005663,,Vickers Lake,gnis_near,1639002,Vickers Lake,Lake,Oregon,1,84.1,
17845306,Abiquiu Lake,Abiquiu Lake,shapefile,,,,,0,,
8678045,Belews Lake,Belews Lake,shapefile,980926,Belews Lake,Reservoir,North Carolina,1,2002.2,
167484046,Mayo Reservoir,Mayo Reservoir,shapefile,1005928,Mayo Reservoir,Reservoir,North Carolina,1,3188.6,
8848053,,"Surf, Lake",gnis_inside,998589,Lake Surf,Reservoir,North Carolina,1,182.8,
9175424,Lake Robinson,Lake Robinson,shapefile,1238481,Lake Robinson,Reservoir,South Carolina,1,565.7,
9751286,Lake James,Lake James,shapefile,1012434,Lake James,Reservoir,North Carolina,1,8236.5,
166756413,,"Wylie, Lake",gnis_inside,1227721,Lake Wylie,Reservoir,North Carolina,1,4285.5,
22721229,,Corleys Mill Pond (historical),gnis_inside,1235443,Corleys Mill Pond (historical),Reservoir,South Carolina,1,1707.1,
1054153,,"Sinclair, Lake",gnis_inside,326612,Lake Sinclair,Reservoir,Georgia,1,12494.1,
16697315,,,none,,,,,0,,
16944276,Lake Rousseau,Lake Rousseau,shapefile,290015,Lake Rousseau,Reservoir,Florida,1,1172.3,
2134810,,Dead Lakes,gnis_inside,281381,Dead Lakes,Lake,Florida,2,1195.0,West Arm of Dead Lakes
6479321,Carters Lake,Carters Lake,shapefile,327370,Carters Lake,Reservoir,Georgia,1,2217.6,
18521051,,,none,,,,,0,,
14159190,Horseshoe Lake,Horseshoe Lake,shapefile,1029552,Horseshoe Lake,Lake,North Dakota,1,126.8,
14172209,Lake Lemer,Lake Lemer,shapefile,1029863,Lake Lemer,Lake,North Dakota,1,397.1,
120052509,Lake Darling,Lake Darling,shapefile,1028612,Lake Darling,Reservoir,North Dakota,1,14152.0,
14158312,Long Lake,Long Lake,shapefile,1029997,Long Lake,Lake,North Dakota,1,1354.2,
6654109,Prairie Lake,Prairie Lake,shapefile,649711,Prairie Lake,Lake,Minnesota,2,227.7,Prairie Lake
6654571,Tamarac Lake,Tamarac Lake,shapefile,652991,Tamarac Lake,Lake,Minnesota,2,135.3,South Tamarac Lake
6654581,Island Lake,Island Lake,shapefile,645487,Island Lake,Lake,Minnesota,1,136.2,
7029157,Tulaby Lake,Tulaby Lake,shapefile,653363,Tulaby Lake,Lake,Minnesota,1,74.8,
6655603,Rose Lake,Rose Lake,shapefile,650271,Rose Lake,Lake,Minnesota,1,709.7,
6655725,Lake Franklin,Lake Franklin,shapefile,643894,Lake Franklin,Lake,Minnesota,1,329.7,
7154030,Black Duck Lake,Black Duck Lake,shapefile,660825,Black Duck Lake,Lake,Minnesota,1,230.4,
7108515,,Birch Lake,gnis_inside,660809,Birch Lake,Lake,Minnesota,2,5586.6,Birch River
7153174,Johnson Lake,Johnson Lake,shapefile,661592,Johnson Lake,Lake,Minnesota,1,837.1,
7108481,Perent Lake,Perent Lake,shapefile,657779,Perent Lake,Lake,Minnesota,1,304.2,
167201782,,Elbow Lake,gnis_inside,661193,Elbow Lake,Lake,Minnesota,2,1827.4,Little Elbow Lake
167201754,,Greenwood Lake,gnis_inside,656458,Greenwood Lake,Lake,Minnesota,1,598.0,
1147787,Lake Tyler,Lake Tyler,shapefile,1349007,Lake Tyler,Reservoir,Texas,2,3755.9,Lake Tyler East
1267710,Lake Worth,Lake Worth,shapefile,1350595,Lake Worth,Reservoir,Texas,1,1621.0,
10840360,Braunig Lake,Braunig Lake,shapefile,1352840,Braunig Lake,Reservoir,Texas,1,274.8,
8315527,Big Lagoon,Big Lagoon,shapefile,219209,Big Lagoon,Lake,California,1,770.0,
2551259,Alkali Lake,Alkali Lake,shapefile,1116863,Alkali Lake,Lake,Oregon,1,410.7,
2554839,Indian Tom Lake,Indian Tom Lake,shapefile,261769,Indian Tom Lake,Lake,California,1,113.5,
2554943,Tule Lake,Tule Lake,shapefile,,,,,0,,
8307970,Lake Pillsbury,Lake Pillsbury,shapefile,234468,Lake Pillsbury,Reservoir,California,1,1003.7,
8245358,Trinity Lake,Trinity Lake,shapefile,255079,Trinity Lake,Reservoir,California,1,11330.4,
2551255,Gerber Reservoir,Gerber Reservoir,shapefile,1121105,Gerber Reservoir,Reservoir,Oregon,1,257.3,
24093752,,Fourmile Lake,gnis_inside,1161371,Fourmile Lake,Lake,Oregon,1,112.7,
24093844,,Aspen Lake,gnis_inside,1161255,Aspen Lake,Lake,Oregon,1,624.2,
24083377,Crater Lake,Crater Lake,shapefile,1163669,Crater Lake,Lake,Oregon,1,162.0,
2554957,,Clear Lake Reservoir,gnis_inside,221199,Clear Lake Reservoir,Reservoir,California,1,2617.1,
8263894,Howard Prairie Lake,Howard Prairie Lake,shapefile,1158895,Howard Prairie Lake,Reservoir,Oregon,1,567.7,
22226558,Lake Earl,Lake Earl,shapefile,222843,Lake Earl,Lake,California,2,552.6,Lake Talawa
8306696,Russian River Reservoir,Russian River Reservoir,shapefile,228503,Lake Mendocino,Reservoir,California,2,91.5,Russian River Reservoir
120054054,,Upper Klamath Lake,gnis_inside,1151685,Upper Klamath Lake,Lake,Oregon,3,2720.2,Melvins Pond; Agency Lake
120052284,Goose Lake,Goose Lake,shapefile,224325,Goose Lake,Lake,California,1,1165.1,
7927103,West Valley Reservoir,West Valley Reservoir,shapefile,237535,West Valley Reservoir,Reservoir,California,1,173.8,
7946776,Medicine Lake,Medicine Lake,shapefile,263434,Medicine Lake,Lake,California,1,82.5,
7947624,,Big Lake,gnis_inside,256954,Big Lake,Lake,California,1,3026.3,
7968933,Thermalito Afterbay,Thermalito Afterbay,shapefile,236232,Thermalito Afterbay,Reservoir,California,1,597.3,
12076080,,"Oroville, Lake",gnis_inside,264404,Lake Oroville,Reservoir,California,1,9591.9,
7989989,Black Butte Lake,Black Butte Lake,shapefile,254624,Black Butte Lake,Reservoir,California,1,1103.3,
7914901,Drews Reservoir,Drews Reservoir,shapefile,1141243,Drews Reservoir,Reservoir,Oregon,1,739.9,
7924879,Lower Roberts Reservoir,Lower Roberts Reservoir,shapefile,263039,Lower Roberts Reservoir,Reservoir,California,1,183.1,
8009481,Clear Lake,Clear Lake,shapefile,,,,,0,,
2781993,Whiskeytown Lake,Whiskeytown Lake,shapefile,268967,Whiskeytown Lake,Reservoir,California,1,712.9,
8005383,Indian Valley Reservoir,Indian Valley Reservoir,shapefile,274690,Indian Valley Reservoir,Reservoir,California,1,152.2,
120054085,,Shasta Lake,gnis_inside,253897,Shasta Lake,Reservoir,California,1,9197.1,
8060079,New Bullards Bar Reservoir,New Bullards Bar Reservoir,shapefile,267058,New Bullards Bar Reservoir,Reservoir,California,1,623.9,
8038615,Frenchman Lake,Frenchman Lake,shapefile,260408,Frenchman Lake,Reservoir,California,1,2206.2,
8038617,Lake Davis,Lake Davis,shapefile,259098,Lake Davis,Reservoir,California,1,510.4,
8063155,Scotts Flat Reservoir,Scotts Flat Reservoir,shapefile,265944,Scotts Flat Reservoir,Reservoir,California,1,168.7,
120053436,Jackson Meadows Reservoir,Jackson Meadows Reservoir,shapefile,274655,Jackson Meadows Reservoir,Reservoir,California,1,688.2,
8062949,Bowman Lake,Bowman Lake,shapefile,257403,Bowman Lake,Reservoir,California,1,308.0,
14981052,Union Valley Reservoir,Union Valley Reservoir,shapefile,268592,Union Valley Reservoir,Reservoir,California,1,1379.3,
20295245,Mountain Meadows Reservoir,Mountain Meadows Reservoir,shapefile,229192,Mountain Meadows Reservoir,Reservoir,California,1,906.2,
7927141,Moon Lake,Moon Lake,shapefile,246164,Moon Lake,Lake,California,1,998.5,
8005399,Clear Lake,Clear Lake,shapefile,258441,Clear Lake,Lake,California,2,1969.3,Clear Lake
7933297,Silva Flat Reservoir,Silva Flat Reservoir,shapefile,233121,Silva Flat Reservoir,Reservoir,California,1,247.2,
120052285,Renner Lake,Renner Lake,shapefile,267175,Renner Lake,Lake,Oregon,1,89.2,
120054084,,,none,,,,,0,,
14991593,French Meadows Reservoir,French Meadows Reservoir,shapefile,260398,French Meadows Reservoir,Reservoir,California,2,183.3,French Meadows Reservoir
8060125,Merle Collins Reservoir,Merle Collins Reservoir,shapefile,1664159,Merle Collins Reservoir,Reservoir,California,2,603.8,Virginia Ranch Reservoir
20194524,Folsom Lake,Folsom Lake,shapefile,223648,Folsom Lake,Reservoir,California,2,6086.7,North Fork Reservoir (historical)
2772500,Lake Almanor,Lake Almanor,shapefile,256197,Lake Almanor,Reservoir,California,1,1576.9,
120054083,,,none,,,,,0,,
130951632,Lake Berryessa,Lake Berryessa,shapefile,255067,Lake Berryessa,Reservoir,California,1,2294.6,
22057133,Pine Flat Lake,Pine Flat Lake,shapefile,252091,Pine Flat Lake,Reservoir,California,1,7162.8,
22048371,Courtright Reservoir,Courtright Reservoir,shapefile,258786,Courtright Reservoir,Reservoir,California,1,326.3,
22670080,Isabella Lake,Isabella Lake,shapefile,271737,Isabella Lake,Reservoir,California,1,2282.7,
14930103,Lake Success,Lake Success,shapefile,254314,Lake Success,Reservoir,California,1,431.3,
2822246,Woodward Reservoir,Woodward Reservoir,shapefile,238176,Woodward Reservoir,Reservoir,California,1,401.4,
2822462,Turlock Lake,Turlock Lake,shapefile,236644,Turlock Lake,Reservoir,California,1,1120.1,
3950979,Camanche Reservoir,Camanche Reservoir,shapefile,,,,,0,,
1890272,Clifton Court Forebay,Clifton Court Forebay,shapefile,253867,Clifton Court Forebay,Reservoir,California,1,222.5,
120052656,San Luis Reservoir,San Luis Reservoir,shapefile,232446,San Luis Reservoir,Reservoir,California,1,1457.9,
17080601,Cherry Lake,Cherry Lake,shapefile,,,,,0,,
17080669,Hetch Hetchy Reservoir,Hetch Hetchy Reservoir,shapefile,261289,Hetch Hetchy Reservoir,Reservoir,California,1,1758.4,
20197596,Camanche Reservoir,Camanche Reservoir,shapefile,254692,Camanche Reservoir,Reservoir,California,1,1292.7,
17080041,Don Pedro Reservoir,Don Pedro Reservoir,shapefile,253880,Don Pedro Reservoir,Reservoir,California,1,9574.3,
17076029,Cherry Lake,Cherry Lake,shapefile,255077,Cherry Lake,Reservoir,California,1,1337.5,
17114583,Shaver Lake,Shaver Lake,shapefile,266058,Shaver Lake,Reservoir,California,1,467.1,
120053836,Millerton Lake,Millerton Lake,shapefile,263643,Millerton Lake,Reservoir,California,1,1185.8,
19769209,O'Neill Forebay,O'Neill Forebay,shapefile,254988,O'Neill Forebay,Reservoir,California,1,788.1,
120053883,Lake Thomas A Edison,Lake Thomas A Edison,shapefile,274108,Lake Thomas A Edison,Reservoir,California,1,451.6,
2809463,Calaveras Reservoir,Calaveras Reservoir,shapefile,220379,Calaveras Reservoir,Reservoir,California,1,296.4,
120053056,Lake Hennessey,Lake Hennessey,shapefile,234004,Lake Hennessey,Reservoir,California,1,661.1,
120053442,Lake San Antonio,Lake San Antonio,shapefile,254200,Lake San Antonio,Reservoir,California,1,7004.4,
8210941,Lake Nacimiento,Lake Nacimiento,shapefile,255655,Lake Nacimiento,Reservoir,California,1,3416.7,
22560266,Lake Mathews,Lake Mathews,shapefile,271966,Lake Mathews,Reservoir,California,1,359.9,
22532548,Perris Reservoir,Perris Reservoir,shapefile,247390,Perris Reservoir,Reservoir,California,1,225.5,
22558520,Big Bear Lake,Big Bear Lake,shapefile,269807,Big Bear Lake,Reservoir,California,1,902.2,
20332372,Sweetwater Reservoir,Sweetwater Reservoir,shapefile,273984,Sweetwater Reservoir,Reservoir,California,1,187.1,
17568947,Pyramid Lake,Pyramid Lake,shapefile,273141,Pyramid Lake,Reservoir,California,1,977.5,
20342929,Lake Henshaw,Lake Henshaw,shapefile,271554,Lake Henshaw,Reservoir,California,1,570.8,
